# Time-averaged data for fix muavg
# TimeStep v_muex v_boltz v_wvol
68900 0.297823 0.606794 15571.5
69000 -4.42147 1663.31 15648.9
69100 -0.119323 1.22159 15770.2
69200 4.91793 0.000261436 15861.3
69300 3.81209 0.00167091 15884.5
69400 -3.31638 260.572 15887.6
69500 2.12322 0.0283967 15868.5
69600 -4.24843 1244.27 15793.4
69700 4.48001 0.000544982 15757.3
69800 -1.9011 24.2616 15747.3
69900 0.990894 0.189736 15753.5
70000 0.50319 0.429966 15783.1
70100 -2.60504 79.0185 15801.2
70200 5.02297 0.000219204 15824.7
70300 2.42401 0.0171455 15906.9
70400 -2.74642 100.167 15930.2
70500 -1.21253 7.64376 15968.7
70600 -3.30032 253.645 15992.5
70700 -1.49008 12.1759 15948.4
70800 0.824851 0.250674 15949.9
70900 3.16345 0.00495996 15961.9
71000 -1.04546 5.77565 15948.4
71100 -2.4503 60.9538 15907.2
71200 -0.878131 4.36219 15843.4
71300 0.593981 0.369228 15805.5
71400 1.92116 0.0398536 15752
71500 -1.17895 7.22515 15720.1
71600 -0.141013 1.26685 15706.5
71700 4.67605 0.000392256 15700.4
71800 3.06969 0.00580466 15716.8
71900 -2.48129 64.2064 15766.9
72000 3.05787 0.00592092 15859.7
