# Time-averaged data for fix muavg
# TimeStep v_muex v_boltz v_wvol
85000 5.50329 9.79358e-05 15583.4
85100 0.369565 0.537994 15643.9
85200 0.830483 0.248317 15786.1
85300 -3.05594 168.345 15906.5
85400 -2.18499 39.0599 15922.9
85500 1.16709 0.141186 15834.5
85600 0.493085 0.437316 15783.6
85700 1.49771 0.0810858 15786.9
85800 0.994907 0.188463 15753.1
85900 1.81611 0.0475326 15751.6
86000 4.83508 0.000300413 15818.4
86100 0.560316 0.390678 15875
86200 0.529861 0.411154 15890.7
86300 1.99628 0.0351351 15877.2
86400 2.58258 0.0131411 15845.1
86500 3.74525 0.00186916 15830.7
86600 5.17188 0.000170754 15852.6
86700 -0.173672 1.33819 15844.8
86800 3.74948 0.00185595 15818
86900 1.18386 0.137271 15836.9
87000 -8.09743 792222 15867.1
87100 4.98904 0.000232042 15856.3
87200 3.18885 0.00475304 15866.3
87300 2.28815 0.0215338 15882.9
87400 1.07519 0.164717 15941.9
87500 -0.29974 1.65332 15988.5
87600 1.66985 0.0607494 15983.2
87700 -0.84807 4.14768 15944.1
87800 -2.06088 31.7187 15909.3
87900 -0.339824 1.7683 15886.2
88000 0.877831 0.229358 15834.5
88100 0.428382 0.48745 15779.5
88200 -3.40851 304.123 15777.3
88300 1.54599 0.0747774 15788.6
88400 2.07039 0.0310281 15797.6
88500 0.017711 0.970729 15816.5
88600 2.10657 0.0292008 15842.7
88700 6.49454 1.85709e-05 15775
88800 1.25441 0.12195 15657.2
88900 16.4634 1.01548e-12 15529
89000 1.84218 0.045499 15457.1
89100 3.13295 0.00522031 15466
89200 2.91458 0.00752961 15538.5
89300 2.69234 0.0109313 15669.5
89400 -1.37096 9.97056 15819.7
89500 2.51098 0.0148182 15951.4
89600 0.127399 0.807591 15997
89700 -1.59798 14.5916 15996.4
89800 1.54213 0.0752636 15942.5
89900 0.324681 0.580062 15853.7
90000 -0.141007 1.26684 15805.5
90100 5.59488 8.39879e-05 15802.6
